,Name,Price,PageURL
0,THE FALL OF A TITAN ~ Igor Gouzenko ~ First Edition 1954 ~ Signed By Author ,175.00,https://www.ebay.ca/itm/THE-FALL-OF-A-TITAN-Igor-Gouzenko-First-Edition-1954-Signed-By-Author/202797281412?hash=item2f37a8f084:g:Xs0AAOSwkYxdX1Y~
1,The New Illustrated Medical Encyclopedia for Home Use  1967 (4 Vol.+ Slipcase),80.00,https://www.ebay.ca/itm/The-New-Illustrated-Medical-Encyclopedia-for-Home-Use-1967-4-Vol-Slipcase/123935667820?hash=item1cdb24366c:g:-ygAAOSwbURZtZcp
2,The Oxford Dictionary of Quotations Oxford University Press 2nd Ed. 1st Ptg 1955,30.00,https://www.ebay.ca/itm/The-Oxford-Dictionary-of-Quotations-Oxford-University-Press-2nd-Ed-1st-Ptg-1955/123935836459?hash=item1cdb26c92b:g:Bu0AAOSw-YVXk~Fc
3,RARE SIGNED MARIAN KEITH ~ THE GRAND LADY ~ 1st Ed ~ CANADIAN LIT. ~ EX COND,99.99,https://www.ebay.ca/itm/RARE-SIGNED-MARIAN-KEITH-THE-GRAND-LADY-1st-Ed-CANADIAN-LIT-EX-COND/143407875503?hash=item2163c685af:g:RgAAAOSwPHZdbqzx
4,First Edition Toto and the Goats Tales From Ceylon c.1953 Good Luck Series Book,27.00,https://www.ebay.ca/itm/First-Edition-Toto-and-the-Goats-Tales-From-Ceylon-c-1953-Good-Luck-Series-Book/123936381101?hash=item1cdb2f18ad:g:k6AAAOSwTGVbzNvx
5,Vintage 60s. Britannica Perspectives 1768-1968 (Hardcover 3 Volumes)  Coll.,90.00,https://www.ebay.ca/itm/Vintage-60s-Britannica-Perspectives-1768-1968-Hardcover-3-Volumes-Coll/123935668468?hash=item1cdb2438f4:g:wDwAAOSwBLlVRBlm
6,Webster's Third New International Dictionary & Seven Language Dictionary (3 Vol.,66.00,https://www.ebay.ca/itm/Websters-Third-New-International-Dictionary-Seven-Language-Dictionary-3-Vol/123935844108?hash=item1cdb26e70c:g:ZisAAOSwDk5UDMD1
7,The Works of Thomas Hood - COMPLETE - 1862,313.57,https://www.ebay.ca/itm/The-Works-of-Thomas-Hood-COMPLETE-1862/113920861932?hash=item1a863666ec:g:ZE8AAOSw~WxdoL6e
8,The Story of Colt's Revolvers Book By William B. Edwards,46.50,https://www.ebay.ca/itm/The-Story-of-Colts-Revolvers-Book-By-William-B-Edwards/143408740467?hash=item2163d3b873:g:1hEAAOSwzY5doK2r
9,"SIGNED John Gardner, NO DEALS, MR. BOND. First UK edition, 1st printing, 1987.",657.71,https://www.ebay.ca/itm/SIGNED-John-Gardner-NO-DEALS-MR-BOND-First-UK-edition-1st-printing-1987/133200041764?hash=item1f03575724:g:n1YAAOSwzvhdoMpu
10,The Concise Encyclopedia of Continental Pottery and Porcelain by Haggar 2vol,93.01,https://www.ebay.ca/itm/The-Concise-Encyclopedia-of-Continental-Pottery-and-Porcelain-by-Haggar-2vol/123936375592?epid=8009855753&hash=item1cdb2f0328:g:ufwAAOSwZGBdoJ8o
11,Easton Press The Analects Of Confucius New Sealed,53.13,https://www.ebay.ca/itm/Easton-Press-The-Analects-Of-Confucius-New-Sealed/193151283885?hash=item2cf8b6b2ad:g:l7wAAOSwoJhdn2xR
12,THE DOLL  - Easton Press - GODDU & LAVITT - 🖋SIGNED 1ST ED🖋- SCARCE -- SEALED,132.86,https://www.ebay.ca/itm/THE-DOLL-Easton-Press-GODDU-LAVITT-SIGNED-1ST-ED-SCARCE-SEALED/113920741412?hash=item1a86349024:g:ejcAAOSw-s5dZzLF
13,The Case of Mr Cassidy by William Targ 1st Edition June 1944,46.50,https://www.ebay.ca/itm/The-Case-of-Mr-Cassidy-by-William-Targ-1st-Edition-June-1944/123936047949?hash=item1cdb2a034d:g:VhgAAOSwbXddYdbc
14,"1898 Antique History Book ""The Leading Facts of English History""",33.22,https://www.ebay.ca/itm/1898-Antique-History-Book-The-Leading-Facts-of-English-History/123936394237?hash=item1cdb2f4bfd:g:2Y4AAOSwPa9doKTK
15,TARZAN OF THE APES SERIES - Easton Press - Edgar Rice Burroughs ,770.63,https://www.ebay.ca/itm/TARZAN-OF-THE-APES-SERIES-Easton-Press-Edgar-Rice-Burroughs/113920741226?hash=item1a86348f6a:g:9QMAAOSwqDFdefGW
16,"1903 Antique Book ""John Percyfield: The Anatomy of Cheerfulness""",33.22,https://www.ebay.ca/itm/1903-Antique-Book-John-Percyfield-The-Anatomy-of-Cheerfulness/123936385595?hash=item1cdb2f2a3b:g:tCgAAOSwdOxdoKOf
17,"Franklin Library - The Federalist by Hamilton, Jay, Madison",49.83,https://www.ebay.ca/itm/Franklin-Library-The-Federalist-by-Hamilton-Jay-Madison/123936444079?hash=item1cdb300eaf:g:9DwAAOSwLEtdoLRX
18,The Concise Encyclopedia of Antiques complied by the Connoisseur-5 volume set,119.58,https://www.ebay.ca/itm/The-Concise-Encyclopedia-of-Antiques-complied-by-the-Connoisseur-5-volume-set/113920720199?hash=item1a86343d47:g:M1gAAOSwBx1doJJG
19,The Secret Series by Rhonda Byrne {HERO MAGIC POWER TEACH LIFE} 6 Book Set ,6.63,https://www.ebay.ca/itm/The-Secret-Series-by-Rhonda-Byrne-HERO-MAGIC-POWER-TEACH-LIFE-6-Book-Set/202721465054?hash=item2f332412de:g:bM4AAOSwtLpdF6VF
20,"Vintage Book ""The Phrase Finder"" J.I. Rodale 3 Volumes in One 1955 3rd Printing",13.27,https://www.ebay.ca/itm/Vintage-Book-The-Phrase-Finder-J-I-Rodale-3-Volumes-in-One-1955-3rd-Printing/333356985150?hash=item4d9d9feb3e:g:zkcAAOSwi3Rdfoqw
21,William Osler's Collected Papers on the Cardiovascular System ,53.15,https://www.ebay.ca/itm/William-Oslers-Collected-Papers-on-the-Cardiovascular-System/123936518078?hash=item1cdb312fbe:g:jbwAAOSwTfBcfvCL
22,Easton Press  Don Quixote by Cervantes 100 Greatest Books ,38.53,https://www.ebay.ca/itm/Easton-Press-Don-Quixote-by-Cervantes-100-Greatest-Books/123936388698?hash=item1cdb2f365a:g:eYgAAOSwEP5doKRV
23,A FAREWELL TO ARMS By Ernest Hemingway 1929 1st Edition Charles Scribner's Sons,66.44,https://www.ebay.ca/itm/A-FAREWELL-TO-ARMS-By-Ernest-Hemingway-1929-1st-Edition-Charles-Scribners-Sons/113920848998?hash=item1a86363466:g:kaMAAOSww-ddoKnI
24,THE ETTRICK SHEPHERD'S POEMS (4 VOLUMES) AND TALES ( 3 VOLUMES) BLACKIE AND SONS,47.17,https://www.ebay.ca/itm/THE-ETTRICK-SHEPHERDS-POEMS-4-VOLUMES-AND-TALES-3-VOLUMES-BLACKIE-AND-SONS/143407703287?hash=item2163c3e4f7:g:FDoAAOSwd7RdUdFF
25,"Easton Press: CLOSING THE RING, Vol 5, The Second World War, Winston Churchill",79.66,https://www.ebay.ca/itm/Easton-Press-CLOSING-THE-RING-Vol-5-The-Second-World-War-Winston-Churchill/143408056864?hash=item2163c94a20:g:sVQAAOSwk-Bdn8R1
26,"The Plantation South, Signed First Edition by Katharine M. Jones, 1957",66.42,https://www.ebay.ca/itm/The-Plantation-South-Signed-First-Edition-by-Katharine-M-Jones-1957/133198971127?hash=item1f034700f7:g:uykAAOSwSChdn5D2
27,Do You Sleep in the Nude book by Rex Reed Signet Books Third Print 1969,6.64,https://www.ebay.ca/itm/Do-You-Sleep-in-the-Nude-book-by-Rex-Reed-Signet-Books-Third-Print-1969/113919655421?hash=item1a8623fdfd:g:28gAAOSwk1BcpTf4
28,"Signed Margaret Atwood ""The Testaments"" Hardcover Canadian Edition 1st New TOTE!",166.09,https://www.ebay.ca/itm/Signed-Margaret-Atwood-The-Testaments-Hardcover-Canadian-Edition-1st-New-TOTE/174040287710?hash=item28859c09de:g:PF8AAOSwF4ddiDdq
29,"1885 Herrick's Content His Grange & His Book of Littles, Illustrated ",39.79,https://www.ebay.ca/itm/1885-Herricks-Content-His-Grange-His-Book-of-Littles-Illustrated/123935420968?hash=item1cdb207228:g:ySYAAOSwvp1dn38q
30,"The Holy Bible 6 1/2"" Oxford Self-Pronounce Old & New Testament KJV Vintage J1",32.55,https://www.ebay.ca/itm/The-Holy-Bible-6-1-2-Oxford-Self-Pronounce-Old-New-Testament-KJV-Vintage-J1/133200050167?hash=item1f035777f7:g:Rp0AAOSwFuFdoLpu
31,THE GREEK MYTHS - Folio Society - Robert Graves,66.42,https://www.ebay.ca/itm/THE-GREEK-MYTHS-Folio-Society-Robert-Graves/113920742636?hash=item1a863494ec:g:rmMAAOSw7VJcsP8R
32,To Infinity and Beyond!: The Story of Pixar Animation Studios Hardcover – SEALED,59.78,https://www.ebay.ca/itm/To-Infinity-and-Beyond-The-Story-of-Pixar-Animation-Studios-Hardcover-SEALED/123936534195?hash=item1cdb316eb3:g:YRcAAOSwm~1doMmj
33,"Photographing the Male, Ricardo Juan-Carlos, HC/DJ 1983, First edition",46.50,https://www.ebay.ca/itm/Photographing-the-Male-Ricardo-Juan-Carlos-HC-DJ-1983-First-edition/143408658771?hash=item2163d27953:g:OkoAAOSwijhcQ1HH
34,1836 COMPREHENSIVE COMMENTARY HOLY BIBLE / RUTH - PSALM LXIII Old Leather Book,93.00,https://www.ebay.ca/itm/1836-COMPREHENSIVE-COMMENTARY-HOLY-BIBLE-RUTH-PSALM-LXIII-Old-Leather-Book/113920878942?hash=item1a8636a95e:g:4pIAAOSwxH1dl34C
35,"1928, Bambi A Life In The Woods By Felix Salten, HB, Simon & Schuster, 1st Ed",26.57,https://www.ebay.ca/itm/1928-Bambi-A-Life-In-The-Woods-By-Felix-Salten-HB-Simon-Schuster-1st-Ed/293272368100?hash=item44486533e4:g:hawAAOSwbb5dn4I6
36,MINING LAWS ENACTED BY THE LEGISLATURE OF COLORADO FROM FIRST TO NINTH SESSION,365.39,https://www.ebay.ca/itm/MINING-LAWS-ENACTED-BY-THE-LEGISLATURE-OF-COLORADO-FROM-FIRST-TO-NINTH-SESSION/123936499559?hash=item1cdb30e767:g:pJsAAOSwH9JdoMPM
37,"The Child's Story of the New Testament, Rev. Ingram Cobbin, 1901 Antique HC Book",13.27,https://www.ebay.ca/itm/The-Childs-Story-of-the-New-Testament-Rev-Ingram-Cobbin-1901-Antique-HC-Book/123936369668?hash=item1cdb2eec04:g:LukAAOSwMTpdoJ4W
38,The Incomplete Pogo by Walt Kelly FIRST Edition 1953!,86.37,https://www.ebay.ca/itm/The-Incomplete-Pogo-by-Walt-Kelly-FIRST-Edition-1953/123935594309?hash=item1cdb231745:g:pDEAAOSwVTldn7A6
39,"1924 1ST.ED. ~ ETERNAL ROME ~ SHOWERMAN / VOL. I & II / MAPS, ILLUSTRATED",73.08,https://www.ebay.ca/itm/1924-1ST-ED-ETERNAL-ROME-SHOWERMAN-VOL-I-II-MAPS-ILLUSTRATED/153680671468?hash=item23c814f2ec:g:LIAAAOSw0UdXtgsM
40,"Edward G Williams, ed / Bouquet's March to the Ohio the Forbes Road 1st ed 1975",69.09,https://www.ebay.ca/itm/Edward-G-Williams-ed-Bouquets-March-to-the-Ohio-the-Forbes-Road-1st-ed-1975/274046171239?hash=item3fce6cb867:g:DlYAAOSwXqpdnsus
41,EARTHLY POSSESSIONS BY ANNE TYLER 1977 1ST EDITION HARDCOVER W/ DJ VG/VG,47.83,https://www.ebay.ca/itm/EARTHLY-POSSESSIONS-BY-ANNE-TYLER-1977-1ST-EDITION-HARDCOVER-W-DJ-VG-VG/312186822415?hash=item48afc8df0f:g:u8AAAOSw8UtbOUMp
42,Green Thoughts by John Collier  SIGNED numbered edition,65.11,https://www.ebay.ca/itm/Green-Thoughts-by-John-Collier-SIGNED-numbered-edition/113919966647?hash=item1a8628bdb7:g:D3IAAOSwghZdn7Zw
43,"The Winding Stair,Daphne du Maurier,HC/DJ,1976,1st US,Bacon,ph,desc",6.31,https://www.ebay.ca/itm/The-Winding-Stair-Daphne-du-Maurier-HC-DJ-1976-1st-US-Bacon-ph-desc/143408132160?hash=item2163ca7040:g:quoAAOSwc7tdn-TY
44,1953 The Story of Kansas by Bliss Isely and W. M. Richards Illustrated,8.62,https://www.ebay.ca/itm/1953-The-Story-of-Kansas-by-Bliss-Isely-and-W-M-Richards-Illustrated/202362241506?hash=item2f1dbac1e2:g:Ux4AAOSwbiFZTGGw
45,"Harry Potter and the Sorcerer's Stone by J.K. Rowling (1998), 1st Edition Usa",33.22,https://www.ebay.ca/itm/Harry-Potter-and-the-Sorcerers-Stone-by-J-K-Rowling-1998-1st-Edition-Usa/133200130539?hash=item1f0358b1eb:g:G~0AAOSwMXZdYFFf
46,"Beard; Humor in Animals. American, NY Dodd & Mead,1885 illustrated Antique book",63.76,https://www.ebay.ca/itm/Beard-Humor-in-Animals-American-NY-Dodd-Mead-1885-illustrated-Antique-book/323943944539?hash=item4b6c90515b:g:zE4AAOSwDEhdn1Bv
47,No-Yong Park / Retreat of the West Signed 1st Edition 1937,22.92,https://www.ebay.ca/itm/No-Yong-Park-Retreat-of-the-West-Signed-1st-Edition-1937/113920885261?hash=item1a8636c20d:g:pKEAAOSwmK1doMxB
48,No-Yong Park / Retreat of the West Signed 1st Edition 1937,22.92,https://www.ebay.ca/itm/No-Yong-Park-Retreat-of-the-West-Signed-1st-Edition-1937/113920885261?hash=item1a8636c20d:g:pKEAAOSwmK1doMxB
49,Mary C Darlington / History of Colonel Henry Bouquet and the Western 1993,38.53,https://www.ebay.ca/itm/Mary-C-Darlington-History-of-Colonel-Henry-Bouquet-and-the-Western-1993/274046749007?hash=item3fce75894f:g:D4wAAOSwEGVdn2VF
50,The Mercy Papers by Robin Romm 1st Ed HB *Signed*,66.44,https://www.ebay.ca/itm/The-Mercy-Papers-by-Robin-Romm-1st-Ed-HB-Signed/252969441814?epid=65669856&hash=item3ae6275a16:g:S7YAAOSwcB5ZMIg7
51,The Riddle of the Night book H/B Thomas Hanshew 1915 rare murder mystery 1st ed.,66.44,https://www.ebay.ca/itm/The-Riddle-of-the-Night-book-H-B-Thomas-Hanshew-1915-rare-murder-mystery-1st-ed/322648479707?hash=item4b1f5917db:g:6gwAAOSw8apZg8CE
52,Old Yiddish Hebrew Book,167.28,https://www.ebay.ca/itm/Old-Yiddish-Hebrew-Book/143408925992?hash=item2163d68d28:g:sJkAAOSwDYNdkTMt
53,"Byatt, A. S. The Children's Book.  Signed, 1st Edition.",39.79,https://www.ebay.ca/itm/Byatt-A-S-The-Childrens-Book-Signed-1st-Edition/264283904446?hash=item3d888c59be:g:ks8AAOSwImRYcpv6
54,"Marmion, Columba Words of life; On the margin of the missal 1940 1st ed HB/DJ",166.09,https://www.ebay.ca/itm/Marmion-Columba-Words-of-life-On-the-margin-of-the-missal-1940-1st-ed-HB-DJ/133200163899?hash=item1f0359343b:g:NWcAAOSw-KJdl7Ft
55,The Willow Field by William Kittredge 1st/1st 2006 HC/DJ,46.37,https://www.ebay.ca/itm/The-Willow-Field-by-William-Kittredge-1st-1st-2006-HC-DJ/323762596394?hash=item4b61c12a2a:g:l74AAOSw6VRbCW~h
56,Soaring Through the 20th Century Book (First Edition) (Paul A. Schweizer),131.54,https://www.ebay.ca/itm/Soaring-Through-the-20th-Century-Book-First-Edition-Paul-A-Schweizer/303316351963?hash=item469f103bdb:g:9qgAAOSwlfldnwtH
57,"M’Dowall’s New Guide in Edinburgh and Leith, With a Plan,.. 1838",89.77,https://www.ebay.ca/itm/M-Dowall-s-New-Guide-in-Edinburgh-and-Leith-With-a-Plan-1838/151789788338?hash=item2357605cb2:g:NRAAAOSwLVZVp1nR
58,"""Without a Hero,"" by T.C. Boyle, SIGNED 1st Edition 1st Printing",46.50,https://www.ebay.ca/itm/Without-a-Hero-by-T-C-Boyle-SIGNED-1st-Edition-1st-Printing/152972703628?hash=item239de2378c:g:7ggAAOSwoIlaxm42
59,"David Payne EARLY FROM THE DANCE - RARE 1st Edition, 1st Printing MINT Condition",78.39,https://www.ebay.ca/itm/David-Payne-EARLY-FROM-THE-DANCE-RARE-1st-Edition-1st-Printing-MINT-Condition/183251843103?hash=item2aaaa9381f:g:C4kAAOSwEm1bEIhy
60,MR. CLEMENS AND MARK TWAIN - JUSTIN KAPLAN SECOND EDITION HC BOOK RARE VINTAGE,1.32,https://www.ebay.ca/itm/MR-CLEMENS-AND-MARK-TWAIN-JUSTIN-KAPLAN-SECOND-EDITION-HC-BOOK-RARE-VINTAGE/113920150519?hash=item1a862b8bf7:g:0DsAAOSwlThb~rjT
61,"The Wine and  the Music,William Barrett,Priest in love,Romance,HC/DJ,1968,Nice",6.31,https://www.ebay.ca/itm/The-Wine-and-the-Music-William-Barrett-Priest-in-love-Romance-HC-DJ-1968-Nice/133199273004?hash=item1f034b9c2c:g:MEYAAOSwDABdn-Th
62,The Book of Carlotta by Arnold Bennett 1911 Revised Edition Hardcover ,65.74,https://www.ebay.ca/itm/The-Book-of-Carlotta-by-Arnold-Bennett-1911-Revised-Edition-Hardcover/113768348382?hash=item1a7d1f3ade:g:ME4AAOSw1yFc7ZTg
63,rare antique Vintage  The Goblin Scouts by The Little Wonder Books ,224.55,https://www.ebay.ca/itm/rare-antique-Vintage-The-Goblin-Scouts-by-The-Little-Wonder-Books/133199765935?hash=item1f035321af:g:tSEAAOxy4kpQ~uCZ
64,Tendeleo’s Story by Ian McDonald PS Publishing SIGNED numbered ed,43.18,https://www.ebay.ca/itm/Tendeleo-s-Story-by-Ian-McDonald-PS-Publishing-SIGNED-numbered-ed/113919968288?hash=item1a8628c420:g:0HkAAOSwDyRdn7fl
65,Vintage The Boy's of King Author book,59.79,https://www.ebay.ca/itm/Vintage-The-Boys-of-King-Author-book/113259752663?hash=item1a5eceacd7:g:PtEAAOSwKwpbGHA7
66,"Leah's Journey by Gloria Goldreich (1978, Hardcover) FIRST EDITION 1st",53.75,https://www.ebay.ca/itm/Leahs-Journey-by-Gloria-Goldreich-1978-Hardcover-FIRST-EDITION-1st/222490613587?hash=item33cd795753:g:rxcAAOSwuMZZAkRP
67,"""The Earth Is The Lord's"" Joyce Blackburn  *1972 Signed 1st Edition*  HC/DJ VG+",48.72,https://www.ebay.ca/itm/The-Earth-Is-The-Lords-Joyce-Blackburn-1972-Signed-1st-Edition-HC-DJ-VG/222847075225?hash=item33e2b88399:g:DFYAAOSwvGlaiy0r
68,The Coming Of Pout-Peter Blair-TRUE First U.S. Edition/1st Printing!!-1969-RARE,46.50,https://www.ebay.ca/itm/The-Coming-Of-Pout-Peter-Blair-TRUE-First-U-S-Edition-1st-Printing-1969-RARE/254205420554?hash=item3b2fd2e40a:g:e2AAAOSwLXFcumpp
69,1st Ed Texana 1/500 William D Wittliff and the Encino Press of Austin Texas,53.08,https://www.ebay.ca/itm/1st-Ed-Texana-1-500-William-D-Wittliff-and-the-Encino-Press-of-Austin-Texas/362637405289?hash=item546edfac69:g:NPIAAOSwrfVZVnQ5
70,"1905 Antique Book ""Book-Faces"" Fonts",39.86,https://www.ebay.ca/itm/1905-Antique-Book-Book-Faces-Fonts/123936383204?hash=item1cdb2f20e4:g:VkMAAOSwL8NdoKDB
71,"Bone,The Great Cow Race,V2,Jeff Smith,HC/DJ,New,1st orint",6.98,https://www.ebay.ca/itm/Bone-The-Great-Cow-Race-V2-Jeff-Smith-HC-DJ-New-1st-orint/143408127379?hash=item2163ca5d93:g:Pm4AAOSwRCJdn-J5
72,COUNTERSOLAR!--SIGNED by RICHARD LUPOFF--1ST--HARDCOVER,43.18,https://www.ebay.ca/itm/COUNTERSOLAR-SIGNED-by-RICHARD-LUPOFF-1ST-HARDCOVER/151462812651?hash=item2343e31beb:g:6NEAAOSwzOxUVs~8
73,"James Holstun, ed / Pamphlet Wars Prose in the English Revolution 1st ed 1992",57.13,https://www.ebay.ca/itm/James-Holstun-ed-Pamphlet-Wars-Prose-in-the-English-Revolution-1st-ed-1992/273803481117?hash=item3fbff5901d:g:LnEAAOSwpFtcOSY~
74,The Old Infant and Similar Stories Will Carleton HC 1896 ,53.13,https://www.ebay.ca/itm/The-Old-Infant-and-Similar-Stories-Will-Carleton-HC-1896/283336145416?hash=item41f8267a08:g:RvQAAOSwGWJcOWQ2
75,Edgar T Thompson / THE PLANTATION AN INTERNATIONAL BIBLIOGRAPHY 1st Edition 1983,73.08,https://www.ebay.ca/itm/Edgar-T-Thompson-THE-PLANTATION-AN-INTERNATIONAL-BIBLIOGRAPHY-1st-Edition-1983/123936499962?hash=item1cdb30e8fa:g:rq8AAOSw6tNdoMPU
76,"Old antique russian church book from 1850,s,RRR",152.80,https://www.ebay.ca/itm/Old-antique-russian-church-book-from-1850-s-RRR/123936459100?hash=item1cdb30495c:g:pqgAAOSwzgRW1a8E
77,"Galbraith, John Kenneth.  The New Industrial State.  Inscribed, 1st Ed.",664.35,https://www.ebay.ca/itm/Galbraith-John-Kenneth-The-New-Industrial-State-Inscribed-1st-Ed/254200247374?hash=item3b2f83f44e:g:a-EAAOSwcwhVKXGn
78,"What Rough Beast by John Trench, 1st/1st Hardcover, The Macmillan Company, 1957",46.50,https://www.ebay.ca/itm/What-Rough-Beast-by-John-Trench-1st-1st-Hardcover-The-Macmillan-Company-1957/264375339627?hash=item3d8dff8a6b:g:k1oAAOSwu4ZdET6w
79,"New people at The Hollies Hardcover by Josephine Bell, 1961, Ex-Library",33.22,https://www.ebay.ca/itm/New-people-at-The-Hollies-Hardcover-by-Josephine-Bell-1961-Ex-Library/183769630075?hash=item2ac986057b:g:O1oAAOSwikNcrm~7
80,Guarding a Great City by William McAdoo 1st/1st 1906 HC,53.02,https://www.ebay.ca/itm/Guarding-a-Great-City-by-William-McAdoo-1st-1st-1906-HC/223473870915?hash=item340814a843:g:DOMAAOSwDFBZ-lYv
81,John T. Marcus / Sub Specie Historiae Essays in the Manifestation of 1st ed 1980,46.50,https://www.ebay.ca/itm/John-T-Marcus-Sub-Specie-Historiae-Essays-in-the-Manifestation-of-1st-ed-1980/273778459530?hash=item3fbe77c38a:g:bkcAAOSwUlFcSiii
82,SCARCE HOW SLEEP THE BRAVE BY JAMES H HUNTER HB/DJ 1ST EDITION 1955  NICE BOOK ,39.85,https://www.ebay.ca/itm/SCARCE-HOW-SLEEP-THE-BRAVE-BY-JAMES-H-HUNTER-HB-DJ-1ST-EDITION-1955-NICE-BOOK/323835207496?hash=item4b66151f48:g:9BIAAOSw3JNdBRgS
83,The Songs Of Home - Lina Norris Stoner - HC 1945 Poetry - Rare ,53.13,https://www.ebay.ca/itm/The-Songs-Of-Home-Lina-Norris-Stoner-HC-1945-Poetry-Rare/322049216542?hash=item4afba1101e:g:kmMAAOSwGYVW8mZ~
84,"Set of 40 Spanish books~Folk Tales, Fables & Fairytales collectible RARE Vintage",484.98,https://www.ebay.ca/itm/Set-of-40-Spanish-books-Folk-Tales-Fables-Fairytales-collectible-RARE-Vintage/113920322762?hash=item1a862e2cca:g:tD8AAOSwT7NbozUb
85,Vintage Sailing Made Easy Told In Pictures First Edition 1952 Book Rufus G,43.81,https://www.ebay.ca/itm/Vintage-Sailing-Made-Easy-Told-In-Pictures-First-Edition-1952-Book-Rufus-G/123935800991?hash=item1cdb263e9f:g:tJUAAOSwYBpdn~bv
86,CASING THE PROMISED LAND Caleb Carr NOVEL 1st Edition First Printing FICTION,99.60,https://www.ebay.ca/itm/CASING-THE-PROMISED-LAND-Caleb-Carr-NOVEL-1st-Edition-First-Printing-FICTION/274046381373?hash=item3fce6fed3d:g:-asAAOSwa51Zblgn
87,"Monumental Brass, King Penguin K75, by James Mann ",13.47,https://www.ebay.ca/itm/Monumental-Brass-King-Penguin-K75-by-James-Mann/113920178722?hash=item1a862bfa22:g:fsYAAOSwictdn-s6
88,"Lyrico: The Only Horse of his Kind, Eliz. Vincent Foster, 1970 1st ed HC DJ",19.92,https://www.ebay.ca/itm/Lyrico-The-Only-Horse-of-his-Kind-Eliz-Vincent-Foster-1970-1st-ed-HC-DJ/352673350425?hash=item521cf84319:g:9BUAAOSwbvRc6UTM
89,V. S. Naravane / ROSE AND THE NIGHTINGALE EXPLORATIONS IN INDIAN Signed 1st 1999,52.31,https://www.ebay.ca/itm/V-S-Naravane-ROSE-AND-THE-NIGHTINGALE-EXPLORATIONS-IN-INDIAN-Signed-1st-1999/352619445438?hash=item5219c1bcbe:g:Q74AAOSwrQ5cPXoU
90,"COLOR AND DESIGN IN APPAREL, Bernice Chambers, 1942 HC Book",66.37,https://www.ebay.ca/itm/COLOR-AND-DESIGN-IN-APPAREL-Bernice-Chambers-1942-HC-Book/273650295314?hash=item3fb6d42212:g:pIgAAOSwJFBcN-H3
91,"OUT OF THE BLUE by SINBAD, Pseudonym of A.E. DINGLE - Early Printing in Jacket",53.48,https://www.ebay.ca/itm/OUT-OF-THE-BLUE-by-SINBAD-Pseudonym-of-A-E-DINGLE-Early-Printing-in-Jacket/382205714901?hash=item58fd3c61d5:g:GRoAAOSwefVZncvF
92,"ROBINSON CRUSOE , HARDCOVER BOOK by DANIEL DEF",17.23,https://www.ebay.ca/itm/ROBINSON-CRUSOE-HARDCOVER-BOOK-by-DANIEL-DEF/123936641572?hash=item1cdb331224:g:We4AAOxyHE5RrWu-
93,"Price, Richard.  Clockers & The Wanderers.  First Editions",39.79,https://www.ebay.ca/itm/Price-Richard-Clockers-The-Wanderers-First-Editions/254195888497?hash=item3b2f417171:g:dtUAAOSwM1FcrlEi
94,1872 THE NEW HISTORY OF SANFORD AND MERTON F.C. BURNAND SAMBOURNE ENGRAVINGS,46.50,https://www.ebay.ca/itm/1872-THE-NEW-HISTORY-OF-SANFORD-AND-MERTON-F-C-BURNAND-SAMBOURNE-ENGRAVINGS/233182731257?hash=item364ac61bf9:g:q0gAAOSwE0JY99j~
95,"Groom, Winston. 1942, The Year That Tried Men's Souls.  Signed, 1st Ed.",39.79,https://www.ebay.ca/itm/Groom-Winston-1942-The-Year-That-Tried-Mens-Souls-Signed-1st-Ed/254187854844?hash=item3b2ec6dbfc:g:410AAOSwA8ZcpRvP
96,One to Count Cadence book H/B James Crumley 1969 First Edition First Printing,39.86,https://www.ebay.ca/itm/One-to-Count-Cadence-book-H-B-James-Crumley-1969-First-Edition-First-Printing/322611946895?hash=item4b1d2ba58f:g:CNUAAOSwKRJZbSRM
97,"Groom, Winston. 1942, The Year That Tried Men's Souls.  Signed, 1st Ed.",39.79,https://www.ebay.ca/itm/Groom-Winston-1942-The-Year-That-Tried-Mens-Souls-Signed-1st-Ed/254187854844?hash=item3b2ec6dbfc:g:410AAOSwA8ZcpRvP
98,"Rare,Antique,Russian,book-""Psaltir""-1851",197.98,https://www.ebay.ca/itm/Rare-Antique-Russian-book-Psaltir-1851/123936459087?hash=item1cdb30494f:g:Nj8AAOSwL2lZ3wUp
99, rare vintage  French Cookbook 1958 Simple French Cookery ,59.79,https://www.ebay.ca/itm/rare-vintage-French-Cookbook-1958-Simple-French-Cookery/133199765929?hash=item1f035321a9:g:0OgAAOSwR21ZvSjX
100,RARE 1895 LEATHER ILLUSTRATED POSTERS BICYCLES LANDMARKS OF MANHATTAN FIRST ED.,33.20,https://www.ebay.ca/itm/RARE-1895-LEATHER-ILLUSTRATED-POSTERS-BICYCLES-LANDMARKS-OF-MANHATTAN-FIRST-ED/401340156787?hash=item5d71bccb73:g:3dgAAOSwAPVZMqIb
101,Leather Science And Health Mary Baker Eddy Key To The Scriptures 1906,51.15,https://www.ebay.ca/itm/Leather-Science-And-Health-Mary-Baker-Eddy-Key-To-The-Scriptures-1906/113919797772?hash=item1a86262a0c:g:XuYAAOSwXVddn2-n
102,RARE Antique 1916 Softcver ART Magazine Catalog Book The International Studio,103.64,https://www.ebay.ca/itm/RARE-Antique-1916-Softcver-ART-Magazine-Catalog-Book-The-International-Studio/133199765939?hash=item1f035321b3:g:N1UAAOxy8HlSboON
