,Name,Price,PageURL
203,"""THE AMERICAN SPORTING SCENE"" 1941 1st PRINT HC/DJ BOOK! KIERAN/GOLINKIN",26.56,https://www.ebay.ca/itm/THE-AMERICAN-SPORTING-SCENE-1941-1st-PRINT-HC-DJ-BOOK-KIERAN-GOLINKIN/123728357674?hash=item1ccec8e92a:g:ToAAAOSwwtdbzrTR
204,Antique 1940s Book Dorothy and the Wizard in Oz Hardback Children's Novel,25.25,https://www.ebay.ca/itm/Antique-1940s-Book-Dorothy-and-the-Wizard-in-Oz-Hardback-Childrens-Novel/123935312355?hash=item1cdb1ec9e3:g:RJYAAOSwFFBdn2Qo
205,1987 LIFE IN THE BALANCE BOOK BY DAVID RAINS WALLACE - GREAT PHOTOS - KD 2698,66.44,https://www.ebay.ca/itm/1987-LIFE-IN-THE-BALANCE-BOOK-BY-DAVID-RAINS-WALLACE-GREAT-PHOTOS-KD-2698/362576165054?hash=item546b3938be:g:J1wAAMXQVT9Sr2z2
206,"The Skyrocket, Berta and Elmer Hader, DJ, 1946, 1st Edition, Madmillan",63.11,https://www.ebay.ca/itm/The-Skyrocket-Berta-and-Elmer-Hader-DJ-1946-1st-Edition-Madmillan/221587304516?hash=item3397a1f044:g:RXoAAMXQ0v1Ra4LC
207,The Wokosani Road by Jon Mockingbird HB 1963 Native American  W2A,33.15,https://www.ebay.ca/itm/The-Wokosani-Road-by-Jon-Mockingbird-HB-1963-Native-American-W2A/401743367926?hash=item5d89c54ef6:g:azYAAOSwJb5ZtVq-
208,"The TWENTIETH MAINE,1957,John J. Pullen,1st Ed,Illust,DJ",59.79,https://www.ebay.ca/itm/The-TWENTIETH-MAINE-1957-John-J-Pullen-1st-Ed-Illust-DJ/400989638633?hash=item5d5cd84fe9:g:HHkAAOSwLVZV6MmR
209,OLIVER TWIST BY CHARLES DICKENS FROM 1929.,39.85,https://www.ebay.ca/itm/OLIVER-TWIST-BY-CHARLES-DICKENS-FROM-1929/183816147608?hash=item2acc4bd298:g:Pc0AAOSweTxc4EDv
210,3 HUGE CLASSIC CONSPIRACY TOMES: 1) & 2) DAVID ICKE 3) WILLIAM COOPER PALE HORSE,33.00,https://www.ebay.ca/itm/3-HUGE-CLASSIC-CONSPIRACY-TOMES-1-2-DAVID-ICKE-3-WILLIAM-COOPER-PALE-HORSE/113919954528?hash=item1a86288e60:g:Ry4AAOSw5EhdhqID
211,The Collected Poems of Margaret L. Woods 1904 Hardcover First Edition,34.55,https://www.ebay.ca/itm/The-Collected-Poems-of-Margaret-L-Woods-1904-Hardcover-First-Edition/372692554894?hash=item56c635148e:g:Z1wAAOSwQiZcrJrm
212,IF THE RIVER WAS WHISKEY - T. C. Boyle - 1st Printing - HC/DJ - NF/NF - SIGNED,79.72,https://www.ebay.ca/itm/IF-THE-RIVER-WAS-WHISKEY-T-C-Boyle-1st-Printing-HC-DJ-NF-NF-SIGNED/190677388188?hash=item2c65420b9c:g:UmUAAOSwMmBV3NAu
213,James O'Connell / Vestiges of Civilization Or the Aetiology of History 1st 1851,114.27,https://www.ebay.ca/itm/James-OConnell-Vestiges-of-Civilization-Or-the-Aetiology-of-History-1st-1851/273802794615?hash=item3fbfeb1677:g:hxwAAOSwtINcOFsa
214,9 BOOK SET by CAROLE NELSON DOUGLAS--HARDCOVER--(LIKE NEW),32.55,https://www.ebay.ca/itm/9-BOOK-SET-by-CAROLE-NELSON-DOUGLAS-HARDCOVER-LIKE-NEW/202287281670?hash=item2f1942f606:g:g50AAOSwsO1az~lq
215,Revolt of the Pueblo Indians of New Mexico & Otermin's Attempted Reconquest. V.2,132.87,https://www.ebay.ca/itm/Revolt-of-the-Pueblo-Indians-of-New-Mexico-Otermins-Attempted-Reconquest-V-2/113920796855?hash=item1a863568b7:g:gGoAAOSwhe9doKnC
216,Union Dues-John Sayles-SIGNED!!-TRUE First U.S. Edition/1st Printing!!-VERY RARE,39.85,https://www.ebay.ca/itm/Union-Dues-John-Sayles-SIGNED-TRUE-First-U-S-Edition-1st-Printing-VERY-RARE/264245864292?hash=item3d8647e764:g:7-QAAOSwTuJYrTUI
217,Sarlemijn A. / Physics in the Making Essays on Developments in 20th Century 1st,51.82,https://www.ebay.ca/itm/Sarlemijn-A-Physics-in-the-Making-Essays-on-Developments-in-20th-Century-1st/273804346189?hash=item3fc002c34d:g:rdYAAOSwUHBcOZEM
218,1946 Limited Signed Edition 603/950 The Greatening of Abraham Lincoln / E Jones,53.08,https://www.ebay.ca/itm/1946-Limited-Signed-Edition-603-950-The-Greatening-of-Abraham-Lincoln-E-Jones/303136473941?hash=item4694578355:g:3CYAAOSw3jZZ5MSB
219,Mormqn Doctrine Book 2nd Edition Book ,50.49,https://www.ebay.ca/itm/Mormqn-Doctrine-Book-2nd-Edition-Book/132982491723?hash=item1ef65fca4b:g:NRgAAOSwPDhchD8v
220,1985 Winning/signed by Grant Teaff/Baylor University/Waco/1st edition/HBDJ,59.79,https://www.ebay.ca/itm/1985-Winning-signed-by-Grant-Teaff-Baylor-University-Waco-1st-edition-HBDJ/370680453325?hash=item564e46d8cd:g:o24AAMXQjwVQ~TM2
221,1847 The Psalmist: A New Collection of Hymns for the Use of the Baptist Churches,86.17,https://www.ebay.ca/itm/1847-The-Psalmist-A-New-Collection-of-Hymns-for-the-Use-of-the-Baptist-Churches/113920154908?hash=item1a862b9d1c:g:QvsAAOSwWL1dayZa
222," 1911 THE NEW INTERNATIONAL ENCYCLOPA/EDIA BOOK  VOL XVII REIFFERSCHEID, S",66.44,https://www.ebay.ca/itm/1911-THE-NEW-INTERNATIONAL-ENCYCLOPA-EDIA-BOOK-VOL-XVII-REIFFERSCHEID-S/264264530023?hash=item3d8764b867:g:9DkAAOSwXk5Zb8Ox
223,EUROPE IN THE NINETEENTH CENTURY by Harry Pratt Judson/1st Ed/HC/History/Illus,33.22,https://www.ebay.ca/itm/EUROPE-IN-THE-NINETEENTH-CENTURY-by-Harry-Pratt-Judson-1st-Ed-HC-History-Illus/181317262984?hash=item2a3759de88:g:HoMAAOxyOMdS8RwB
224,California. Songs and Stories by Edwin Markham. An Anthology. 1931 ed in DJ,46.50,https://www.ebay.ca/itm/California-Songs-and-Stories-by-Edwin-Markham-An-Anthology-1931-ed-in-DJ/123278461816?hash=item1cb3f80b78:g:SHwAAOSwvylbXSWc
225,HIRSCHFELD ON LINE A fine first in dj,66.44,https://www.ebay.ca/itm/HIRSCHFELD-ON-LINE-A-fine-first-in-dj/361464534629?hash=item5428f71665:g:tiMAAOSw5dNWkByI
226,Easton Press  Benjamin Franklin Poor Richard's Almanacks Collector's Edition,33.15,https://www.ebay.ca/itm/Easton-Press-Benjamin-Franklin-Poor-Richards-Almanacks-Collectors-Edition/123936403933?hash=item1cdb2f71dd:g:LHMAAOSwE-9doKn~
227,Denise Levertov The Sorrow Dance 1st wrappered w/ errata poetry New Directions,37.20,https://www.ebay.ca/itm/Denise-Levertov-The-Sorrow-Dance-1st-wrappered-w-errata-poetry-New-Directions/362605971732?hash=item546d000914:g:qTAAAOSw1z9cot0b
228,MARY  MARY by Ed McBain (signed) ,39.85,https://www.ebay.ca/itm/MARY-MARY-by-Ed-McBain-signed/263991871271?hash=item3d77244727:g:7I4AAOSw2opbu6v8
229,Cisty DAVIS / Savannah Style A Cookbook by The Junior League of Savannah 1st ed,21.92,https://www.ebay.ca/itm/Cisty-DAVIS-Savannah-Style-A-Cookbook-by-The-Junior-League-of-Savannah-1st-ed/173869455624?hash=item287b6d5908:g:U04AAOSwQKdchs3I
230,Anders Olsson / Managing Diversity The Anthologization of American 1st ed 2000,46.50,https://www.ebay.ca/itm/Anders-Olsson-Managing-Diversity-The-Anthologization-of-American-1st-ed-2000/273804349325?hash=item3fc002cf8d:g:nMwAAOSw8U9cOZIM
231,WANDERINGS IN ARABIA BY CHARLES M DOUGHTY 2 VOLUME SET DUCKWORTH & Co 1912,86.37,https://www.ebay.ca/itm/WANDERINGS-IN-ARABIA-BY-CHARLES-M-DOUGHTY-2-VOLUME-SET-DUCKWORTH-Co-1912/113920831996?hash=item1a8635f1fc:g:JgkAAOSwCR9cYx-n
232,Lon Tinkle / AN AMERICAN ORIGINAL The Life of J Frank Dobie 1978 First edition,39.86,https://www.ebay.ca/itm/Lon-Tinkle-AN-AMERICAN-ORIGINAL-The-Life-of-J-Frank-Dobie-1978-First-edition/202631122377?epid=4436169&hash=item2f2dc18dc9:g:SiIAAOSwhh9bwalf
233,Stephanie Wada / THE OXHERDER A ZEN PARABLE ILLUSTRATED First Edition 2002,52.31,https://www.ebay.ca/itm/Stephanie-Wada-THE-OXHERDER-A-ZEN-PARABLE-ILLUSTRATED-First-Edition-2002/333120207138?hash=item4d8f82f922:g:W-4AAOSwsDZcPXof
234,May Sarton / LION AND THE ROSE Poems Poetry First Edition,47.83,https://www.ebay.ca/itm/May-Sarton-LION-AND-THE-ROSE-Poems-Poetry-First-Edition/163658387245?hash=item261acccf2d:g:U-8AAOSwWo5bZO1x
235,Rare Book Old the King of Gand Henri Cauvain 1921,21.84,https://www.ebay.ca/itm/Rare-Book-Old-the-King-of-Gand-Henri-Cauvain-1921/323802963214?hash=item4b64291d0e:g:Sy0AAOSwVD9cqzWS
236,PEACE BREAKS OUT - John Knowles - 1st Printing - HC/DJ - VG/VG,79.72,https://www.ebay.ca/itm/PEACE-BREAKS-OUT-John-Knowles-1st-Printing-HC-DJ-VG-VG/190912709143?hash=item2c7348c217:g:gbcAAOxynRRSQm6J
237,1915 SKOOKUM CHUCK FABLES Hardcover Book by SKOOKUM CHUCK 1st Edition,43.14,https://www.ebay.ca/itm/1915-SKOOKUM-CHUCK-FABLES-Hardcover-Book-by-SKOOKUM-CHUCK-1st-Edition/112106777749?hash=item1a1a15ac95:g:1DwAAOSwawpXthMK
238,Oceana or England and Her Colonies by James Froude 1886,33.22,https://www.ebay.ca/itm/Oceana-or-England-and-Her-Colonies-by-James-Froude-1886/163128813088?hash=item25fb3c2620:g:R64AAOSwB5tbOPp6
239,Stephen King Book Collection Salems Lot Hardcover Carrie The Shinning Omnibus,46.44,https://www.ebay.ca/itm/Stephen-King-Book-Collection-Salems-Lot-Hardcover-Carrie-The-Shinning-Omnibus/123822508505?hash=item1cd46589d9:g:gfsAAOSwp-9dG-v1
